"positive","@rogerfederer @Wimbledon  go win it!..#8slamsherewecome"
"positive","WATCH A piece of history from 1988 ahead of the ladies' final - Steffi Graf claims her first #Wimbledon title."
"positive","Well Played Andy! So many amazing winners. #AndyMurray @andy_murray #IllBeBack #Wimbledon2015 @Wimbledon @bbctennis"
"positive","The Player that Time Forgot. Nice frm @TomPerrotta"
"positive","If @GarbiMuguruza wins her ranking will jump from 20 to 6. @serenawilliams  we r waiting for your calender grand slam. @Wimbledon"
"positive","Good luck to Glasgow's @annabrogan14 &amp; her partner @Freya_Christie in the girls' doubles semi final today #Wimbledon"
"positive","Mirza-Hingis sail into womens doubles final at Wimbledon: Indian tennis ace Sania Mirza and her Swiss partner ... http://t.co/E0VmRgNgCB"
"positive","Andy Murray: Roger Federer "served fantastic" http://t.co/g7ghWdHDQI"
"positive","Sports Briefing | Tennis: Martina Hingis Reaches 2 Finals: Hingis is back in a final at Wimbledon for the firs... http://t.co/rB9KqhZPI0"
"positive","@rogerfederer @Wimbledon @Wimbledon Like you said @rogerfederer it is a privilige to see you and fantastic that you reached another final."
"positive","ROGER FEDERER EVERYBODY."
"positive","@rogerfederer @Wimbledon What a game, I know the crowd will be loud and with you on Sunday! Good luck."
"positive","Most Grand Slam Titles  Since 2011 "
"positive","Novak Djokovic  7"
"positive","Rafael Nadal      5"
"positive","Stan Wawrinka   2"
"positive","Andy Murray      2"
"positive","Clinical Djokovic crushes Gasquet to reach final: LONDON (Reuters) - Defending champion Novak Djokovic emphati... http://t.co/xx81Hojeoh"
"positive","Dazzling Federer sets up prime time repeat with Djokovic http://t.co/FsgJraoqk6"
"positive","That backhand by #Federer tho !! Shot of the match #Wimbledon2015  https://t.co/P9yE4zPApn"
"positive","Roger Federer, the Forgotten Legend - Roger Federer, the Forgotten Legend After he advanced to a record... "
"positive","Wimbledon 2015: Roger Federer's win over Andy Murray analysed http://t.co/SCnrdmgDP1"
"positive","@nytimes all those white ignoramuses at Wimbledon who keep attacking @serenawilliams only wish they looked like her 'cause she's a god!"
"positive","If she wins @Wimbledon career record for her Calendar Grand Slam, holding all 4 majors in one year."
"positive","Just caught up on #Wimbledon news. Yes Rodge!"
"positive","It's ladies final day at Wimbledon, and the 'Serena Slam' is on: http://t.co/e9my9PJCX0 http://t.co/1llIlsVOZ6"
"positive","Backing @rogerfederer all the way! It will surely be a tough battle against @DjokerNole, but I have a feeling he'll overcome it #Wimbledon."
"positive","All the best @mhingis and @MirzaSania @Wimbledon"
"positive","@serenawilliams we are right behind you and proud of your success  @Wimbledon #SerenaWilliams http://t.co/uPemlbX4aX"
"positive","Williams tegen Muguruza in Wimbledon-finale http://t.co/PGiMQ4o5B3 http://t.co/ndCxPNEusg"
"positive","@rogerfederer @Wimbledon Congratulations Roger! You are the best. Good luck in the final. I love you. Many kisses and hugs from Bulgaria :)"
"positive","Be prepared to celebrate. I am 200% confident that Fedex will win #gs18"
"positive","An Unforgettable #moment  https://t.co/npYPXzRJGf"
"positive","Paes, Mirza enter respective Wimbledon finals http://t.co/7XMIfA5yXZ http://t.co/eUX0NhkhIi"
"positive","@BoschDIYuk This would be great! #win #Wimbledon"
"positive","Formula for Muguruza to win her first major title: consistent serve + terrific backhand + lots of confidence! #Wimbledon"
"positive","On Tennis: Roger Federer Turns Back the Clock, and Finds Novak Djokovic Once Again http://t.co/ldxrknoOB3"
"positive","@simonthistle1  has voted for @GarbiMuguruza to win today's match @Wimbledon. #VoteTheQueue 07:46:39 http://t.co/1msC3f761y"
"positive","Adam is the solution to every problem  https://t.co/6NmSsj5uoG"
"positive","Roger Federer reaches 10th Wimbledon final"
"positive","Soldier goes courtside at Wimbledon: A YOUNG soldier has had one of the most enviable seats in the country aft... http://t.co/WUrN0XkYEF"
"positive","Toast Of The Week: Serena Williams: Serena Williams Wimbledon Toast"
"positive","Wimbledon 2015: Federer &amp; Djokovic Set For Final Showdown http://t.co/AYjnaocOFi"
"positive","The GOAT vs The King tomorrow.. Can't wait! #Wimbledon"
"positive","Federer tops Murray for 10th Wimbledon final; Djokovic next http://t.co/1TuQSqfLzt"
"positive","@bioshocky maybe Djoker has not lost indoors in 3 years"
"positive","Rafael Nadal upset in second round of Wimbledon by Dustin Brown http://t.co/tgF28Bgaiq"
"positive","@MorOyin what's up dear hope u will watch the Wimbledon Final."
"positive","Wimbledon Lookahead: Williams Seeks 21st Major, Muguruza 1st: Turn back the calendar more than a year, to June... http://t.co/3I9cbFFSay"
"positive","a jam packed weekend #Wimbledon #Springboks Vs Wor"
"positive","TIL Desk London/ Roger Federer does not lose Wimbledon semi-finals and he produced a display of clinical majesty... http://t.co/ehTnvOoSxz"
"positive","nytimes: On Tennis: Roger Federer Turns Back the Clock, and Finds Novak Djokovic Once Again http://t.co/yPsdSPR3cP"
"positive","You're the best x1473 #Wimbledon2015 #Wimbledon #WIMBLEDONxESPN"
"positive","@rogerfederer @Wimbledon Congrats Roger. Looking forward to Sunday"
"positive","Wimbledon 2015: Sania, Paes a win away from another Grand Slam title: India's Sania Mirza, Leander Paes are ju... http://t.co/2qTA6dBLqb"
"positive","Recent Wimbledon singles champions http://t.co/pXfQ1hqyqn"
"positive","Wimbledon: Andy Murray Says It Will be Tough To Get Over Roger Federer Mauling in Semi-Final: Andy Murray's bi... http://t.co/mXXsSXwGU7"
"positive","@rogerfederer @Wimbledon @Wimbled    Glorious play! Enjoy the orchestra, Maestro!"
"positive","Roger Federer beats Andy Murray http://t.co/bVNCHfzdYO #EMM"
"positive","@Wimbledon  Always a pleasure to watch the BEST.. Steffi is still a darling of the crowd."
"positive","Yesss yesss yessss @srijitspeaketh @sanghamitrachow ....boyesh tokhon dosh https://t.co/M137e7j3dD"
"positive","@GarbiMuguruza @Wimbledon CONGRATS GARBINE!!! Enter Final calm &amp; fearless. Make her run &amp; reach a lot you'll WIN it. GO GARBINE, Good Luck!!"
"positive","Massive 'good luck' to one of the girls we're supporting, @Freya_Christie, and @AnnaBrogan97 in the @Wimbledon girls' doubles semis later."
"positive","Tennis: Federer to take on Djokovic in Wimbledon final Anadolu ... http://t.co/E2lTb8crue"
"positive","Murray plays well, still loses to Federer at Wimbledon http://t.co/gXH1gRAsFX"
"positive","Wimbledon 2015 has seen some spectacular saves and wins but in the end all everyone talks bout is Beckham catchin the ball!#irony@itsbest"
"positive","Ageless Roger Federer shows why retirement was not an option:http://t.co/NC0ye7V8tx @SCMP_News"
"positive","@DianeHaywood71 yaaaaay I got a light sabre AND a Wimbledon trophy!! I LOVE HASHTAGS ####"
"positive","The legen...wait for it...dary! Legendary Steffi Graf, having 22 grand slam titles. (#Wimbledon titles: 6) https://t.co/wJIWv55Djh"
"positive","@Juhnke14 told you djokovic is dominant https://t.co/6p8wOIFHRQ"
"positive","Guy just became the oldest player to play in the Wimbledon Final"
"positive","#Breaking Paes-Hingis enter mixed doubles final at Wimbledon Read More : https://t.co/FSrlBEhTQ1"
"positive","Djokovic- Federer showdown in Wimbledon final http://t.co/ttCudBAEHb"
"positive","King and Queen from yesterday's match #Federer #Mirka #Wimbledon http://t.co/eT4CbA94j"
"positive","@EthanShumJr I get it, truly. I just want him to win Wimbledon one more time and then retire, tbh."
"positive","Yesterday's match described in one photograph. #Wimbledon #Federer http://t.co/C7Iq6pUZl0"
"positive","Just watched back highlights of Monday at Wimbledon. McEnroe: "Can Federer be that good against Murray? I'm not so sure" #jinx"
"positive","Roger Federer Unbreakable Against Andy Murray in Wimbledon Semi-Final http://t.co/203apLHAdN"
"positive","@rogerfederer @Wimbledon This year the championship is yours!"
"positive","@Bhavna__B thats the second best thing Beckham did at Wimbledon. #legend"
"positive","Roger Federer, the Player Time Forgot http://t.co/KBU6xrxTQU"
"positive","Serena Williams is looking to claim her 6th Wimbledon title http://t.co/k9NYOsGa0A"
"positive","Paes-Hingis enter blended doubles final at Wimbledon http://t.co/x9YyAIC3nT"
"positive","The 2nd #set in the #FederervsMurray in the #semis @Wimbledon is some of the #best #tennis I've ever seen. #CHAMPIONS #Wimbledon2015"
"positive","#Sharethement wow! The #greatestofalltime #SteffiGraf winning the #GoldenGrandSlam #Wimbledon #WTA #1988  https://t.co/kBtgQnDgHl"
"positive","Maureen "Little Mo" Connolly was the first woman to win the Grand Slam and is still only American woman to have won it-1953. #Wimbledon"
"positive","Good luck my dear Roger federer ! and God Blees!!! "
"positive","Latest From Wimbledon 2015  It was a brilliant day for Indian tennis aces Leander Paes and Sania Mirza as both... http://t.co/phLgANglTt"
"positive","Best wishes for @GarbiMuguruza for @Wimbledon Finals. http://t.co/gN0pl3D4Ag @punjabmarshalls #ThrowBack #Sefie http://t.co/C0Rj4sYbhp"
"positive","A day in the life of the #Wimbledon towel ! in case you are wondering, #Nadal uses upto 10 ! #interesting http://t.co/U0A5GPJsMc"
"positive","From Kensington Palace to Wimbledon, the Lionesses celebrate their World Cup success http://t.co/j5WsPxAG0l via @mashable"
"positive","#Cyprus: Clinical Djokovic crushes Gasquet to reach Wimbledon final - By Martyn Herman"
"positive","Clinical top seed... http://t.co/rgl6kVnO4g"
"positive","@rogerfederer The way you have been playing, it seems you will win this Wimbledon final. All the best! #Wimbledon2015"
"positive","@rogerfederer reaches his 10th #Wimbledon final. Will he win a record-breaking eighth title on Sunday? http://t.co/ZFpqIpFmFV"
"positive","Oh my gosh david beckham slay https://t.co/XE8xY2kWD4"
"positive","Really #bbc! Getting the actual complainer in to the studio to moan about the news not being on due to Wimbledon coverage!!! Wow!!"
"positive","Woke up to the first great news of the day; Roger Federer breezed past Andy Murray into the finals. Best tennis player ever!"
"positive","#sharethemoment wow! The #greatestofalltime #SteffiGraf winning the #GoldenGrandSlam #Wimbledon #WTA #1988   https://t.co/kBtgQnDgHl"
"negative","Andy Murray admits it will be hard to recover from Roger Federe..."
"negative","Bondy's Wimbledon Diary: No love for Novak Djokovic"
"negative","Wimbledon is a load of crap."
"negative","Newspaper headlines: Greece awaits fate, Murray bows out of Wimbledon, Sharif tributes, and a royal outburst"
"negative","Novak #Djokovic in way of Roger #Federer Wimbledon history bid"
"negative","Wimbledon: Garbine Muguruza bans parents from final http://t.co/w8RTvKvo2i http://t.co/cZpZKvA2Uz"
"negative","Wimbledon: Losing to Djokovic in semi-final is very nice, says Gasquet - Daily News &amp; Analysis: Daily News &amp; A... http://t.co/P2jdLxuLE8"
"negative","Andy Murray loses semi-final to Roger Federer at Wimbledon: The 28-year-old lost in straight sets with Federer dominating 7-5, 7-5, 6..."
"negative","Roger Federer Does a rough dancer that smokes trucks"
"negative","Skybox didn't record Wimbledon correctly! http://t.co/AFokHbXQXv"
"negative","Not been a good sporting week so far, Saints out of Europe &amp; Andy Murray out of Wimbledon!"
"negative","For Serena Williams, grand slam hers to lose in Wimbledon final ... isn't it? http://t.co/zGKhyarzNQ"
"negative","Murray plays well, still loses to Federer at Wimbledon http://t.co/Gikwy15itc"
"negative","@wimbledon @garbimuguruza don't think she has the chance against z mighty"
"negative","Roger Federer Knows a fresh guy that sucks cuts"
"negative","@MunazaMalick @rogerfederer @Wimbledon do not utter the Lord's name in vain #BLASPHEMY"
"negative","#news #sports For Serena Williams, grand slam hers to lose in Wimbledon final ... isn't it?:  http://t.co/v0wbMSxWZp"
"negative","Jua kali errands as I wait for @serenawilliams to kick that white lily for the Wimbledon"
"negative","#AndyMurray getting some very harsh stick in the press - a straight sets defeat, true, but they were all pretty close #Wimbledon #Federer"
"negative","What do you tell your kids about losing? And what would you say to @andy_murray as he prepares to watch his brother @jamie_murray @Wimbledon"
"negative","Surely serena slam is imminent. Dont recall ever seen muguruza play tho..just cany inagine serena been beaten. https://t.co/HuVvRtHrMh"
"negative","Murray plays well, still loses to Federer at Wimbledon http://t.co/gXH1gRAsFX"
"negative","Thierry Henry sees Sir Alex Ferguson at Wimbledon. He's not too excited. http://t.co/GSylsCtL2d"
"negative","When I was young I thought Wimbledon had something to do with Thumbelina so I chased that bastard down and told him Thumbelina was my girl."
"negative","Even @RobKoenigTennis is better than these biased British commentators @Wimbledon. #fml #Wimbledon2015 #Federer #Djokovic #RogerThat"
"negative","Andy Murray crashes out of Wimbledon as Federer moves on to the Finals - http://t.co/5gJmj2XoRj http://t.co/6V69XdNoqV"
"neutral","because u find you've put $10 on Federer AND $10 on Djokovic 0ne will win!"
"neutral","Wimbledon will be historic match @rogerfederer vs @andy_murray #StarWars #UFC189"
"neutral","doctoratlarge @Roflindian who is Sachin? Oops its Wimbledon time..Can Muguruza stop her? It's ladies final day at Wimbledon, and the 'Serena Slam"
"neutral","Wimbledon 2015: Novak Djokovic's Wife Meets the Padukones"
"neutral","Can herpes be cured?"
"neutral","#Wimbledon Jul 11 07:20 Temperature 18C fair Wind W 17 km/h  Humidity 65% .."
"neutral","Serena Williams vs Garbine Muguruza, Wimbledon 2015 final: Where to watch live, preview and betting odds"
"neutral","Djokovic in Way of Federer Wimbledon History Bid #Sports"
"neutral","Federer to face Djokovic in Wimbledon final"
"neutral","Link of the day! Most popular link among people I follow is@andyroddick @rogerfederer @Wimbledon @bbctennis you're kidding me! I can't believe I missed this! You have a link of the interview? Anyone?"
"neutral","Waiting in #theQueue for a lovely game in the womens final at #wimbledon"
"neutral","Roger Federer to face Novak Djokovic in Wimbledon final http://t.co/y0tEsemEv7"
"neutral","Game of #tennis on a #saturday morning. #goodmorning #wimbledon2015 #Wimbledon @ Wimbledon https://t.co/8J8iRYZ54H"
"neutral","Wimbledon Lookahead: Williams Seeks 21st Major, Muguruza 1st http://t.co/iQSLlMLymL"
"neutral","Andy Murray has been in fine form at Wimbledon so far, but will face his toughest test on Monday when 36-year-old Croatian Ivo Karlovic"
"neutral","@CiaraMolloy2 has voted for @serenawilliams to win today's match @Wimbledon. #VoteTheQueue 07:40:00 http://t.co/ZLqWpsoNAD"
"neutral","We love tennis over here in Greece but we can't afford TVs so can't watch Wimbledon."
"neutral","How did Scotland's Andy Murray get on?"
"neutral","Four matches to watch over the weekend. Men's singles final, Women's singles final, Women's doubles final and Mixed doubles final #Wimbledon"
"neutral","Here comes Djokovic http://t.co/mbz4BoZDLD via @Wimbledon"
"neutral","Here's @rogerfederer's fitness routine for @Wimbledon - http://t.co/V16vhTX1Br #Federer #Wimbledon2015 #FedererVsDjokovic #wimbledonfinal I told Andy Murray he'd need more than a semi to Roger Federer #Wimbledon #Murray #Federer"
"neutral","@StarSportsIndia please telecast the Women's doubles final today.. Streaming is  painful, TV is much better.. #Wimbledon"
"neutral","ICYMI... Wimbledon 2015 LIVE results: Novak Djokovic vs Richard Gasquet plus Andy Murray vs Roger Fe... http://t.co/ksleHU8g5P"
"neutral","Can #Muguruza top #Serena in the final at #Wimbledon? Wager and win now  http://t.co/PHYyyKaMaT   #SerenaWIlliams #GarbineMuguruza #tennis"
"neutral","Tendulkar watches Wimbledon semis in Kohli and Anushka's company http://t.co/Od8XrkSHuM http://t.co/U6xlLZ45TI"
"neutral","It's Saturday, the sun is shining - perfect #Wimbledon weather! Will you be at the tennis?"
"neutral","Wimbledon Fashion by tracey-j-whitney featuring a vintage beach...: Wimbledon Fashion by tracey-j-whitney feat... "
"neutral","I enjoy being bent over by fedex and having them destroy my anal cavity."
"neutral","Link http://t.co/xQNqI69gvL by @Rohil_Shah is the most popular tweet in my news feed today."
"neutral","Meanwhile I'm in the FedEx parking lot listening to stereopony waiting for work to start."
"neutral","Yesterday went to @norwichpyo for Wimbledon strawberries and to check out the cafe."
"neutral","Serving Up to all States and cities. With Bluedart, Fedex, Dtdc and many more.Just to reach you on time :) http://t.co/rSgNe4pcgt"
"neutral","How Roger Federer defeated home boy, Andy Murray at Wimbledon Open"
"neutral","The tennis media is at it again. Why wasn't this article written before the 1st round? Cunts."
"neutral","Beautiful #wimbledon inspired afternoon tea at #sohohotel yesterday. Delicious! Fridays should always be about tea, cake and cocktails!"
"neutral","It all started at The Wimbledon."
"neutral","I am going to go out, have fun &amp; forget that Serena is playing today. I will check the result later. Too nervous.. #Wimbledon final."
"neutral","Wimbledon Semi Final Roger VS Murray.  #wimbledon #2015 #goroger #london https://t.co/JAFB9OKOdH"
"neutral","A day in the life: a Championships towel http://t.co/Za7ch4DRKf http://t.co/OKdoz163TJ"
"neutral","I'm so sure SFG and Henry talked no football when they met at Wimbledon."
"neutral","#Retail #Job in #MyrtleBeach, SC: Retail Customer Service Associate at FedEx Office http://t.co/QyMEMA5qQN #Jobs #Hiring"
"neutral","Only in India: People will write about Sachin and Virat attending Wimbledon instead of the Federer-Murray match http://t.co/vOGNAeeMRa"
"neutral","@Arianna483 The Ladies final at Wimbledon of course. Oh wait... xD &lt;3"
"neutral","Supporting @rogerfederer , @serenawilliams , @MirzaSania , @Leander and @mhingis for the finals. @Wimbledon #Wimbledon"
"neutral","Womens Doubles... http://t.co/eeddyw0M4Q"
"neutral","Mixed Doubles Leander Paes and Martina Hingis "
"neutral","Is she stoppable? I mean Serena! https://t.co/c0FOUTpc6M"
"neutral","Williams vs. Muguruza: Live Score, Highlights from Wimbledon 2015 Women's Final"
"neutral","So sad she's playing GOAT Serena.. Can't see this ranking happening. https://t.co/xnDVu6NH8s"
"neutral","Bet £10 Get £30 on any #Wimbledon bet from #Betfred here - http://t.co/AYeEdZbQE3 http://t.co/VlxhgmSTk5"
"neutral","KUDOS Indian Team and Martina Hingus. (Y)"
"neutral","@andyroddick @rogerfederer @Wimbledon @bbctennis nice"
"neutral","The inspiring story of how Venus Williams helped win equal pay for women players at Wimbledon http://t.co/Zwi4l5l89R via @WomenintheWorld"
"neutral","Federer tops Murray for 10th Wimbledon final; Djokovic next http://t.co/rzuTWzaiXI"
"neutral","Murray plays well, still loses to Federer at Wimbledon http://t.co/gxLEp3fLXX"
"neutral","John McEnroe: 'I was wrong, it's not Nadal but Federer who is the best player that has ever played the game' http://t.co/tzdaohxYPJ"
"neutral","#gigger Garbine Muguruza Isn't Afraid of Serena Williams: The 2015 Wimbledon ladies' final will be contested b... http://t.co/pNiH3hLPKT"
"neutral","#TeamElviis Wimbledon Lookahead: Williams Seeks 21st Major, Muguruza 1st: Wimbledon Lookahead: 'Serena Slam,' ... http://t.co/wR0zVSqpt0"
"neutral","@BoffMoatman Anyways - Serena or the other one - any ideas ?  Afaia I have indeed broke even at #Wimbledon"
"neutral","My favorite grandslam in all the majors...   https://t.co/Td5knvMDZe"
"neutral","@rootwojaa a supposed old #Wimbledon tradition of having Strawberry and cream"
"neutral","Weekend. Blue skies. Wimbledon finals. What could be better? A book, of course. #TheItalianWife in 1932 #Italy. http://t.co/0CVMsNzT3B"
"neutral","Follow Sportsmail's live coverage of day seven at Wimbledon with Novak Djokovic and Andy Murray in action in SW19. It wasn't easy for the"
"neutral","The covers are coming off @Wimbledon #ladiesfinalday http://t.co/8tM8ar2KoA"
"neutral","@Queen_UK great work M'aam! https://t.co/jbO6wJ1xwr"
"neutral","I'm so nervous about this @RogerFederer vs @djokernole final tomorrow at @Wimbledon . .it's almost as if I were playing. Brrrr."
"neutral","U.S. men persevere at Wimbledon as John Isner goes to fifth set http://t.co/nOFOB4jnGR"
"neutral","Serena to face Venus as all-Williams matchup headlines Monday's 4th-round action at Wimbledon "
"neutral","Theboyswaqqer Wimbledon Lookahead: Williams Seeks 21st Major, Muguruza 1st: Wimbledon Lookahead: 'Serena Slam..."
"neutral","Waiting for another Grand slam for Fedex....!!!!!"
"neutral","Clash between 2 of my favorites in Wimbledon Final, #Djokovic vs #Federer. Expecting it to be one of the matches of #lifetime"
"neutral","Looking forward to all the excitement of the @Wimbledon ladies and men's finals! Best tournament in the world #Wimbledon2015 Can u feel it?"
"neutral","Tell road to Wimbledon finals. http://t.co/P8jBQQqdzP"
"neutral","ICYMI: Poll: Who'll Win The Wimbledon Final, Novak #Djokovic Or Roger #Federer? #tennis --&gt; http://t.co/1lY9Z7MW4n"
"neutral","I'll have Amy McBeath live from @Wimbledon at 8.25 and @BBCBMcLauchlin from the Scottish Open at 9.25 am on @BBCRadioScot sport."
"neutral","At @CoopParty meeting today, @BUFFManchester quiz tonight, @SparkleWeekend tomorrow - and will try and fit #Wimbledon in amongst all that."
"neutral","Wimbledon 2015: Is Roger Federer set for his finest hour?"
"neutral","@cjbamfo We can, it pops up whenever you tweet #Wimbledon"
"neutral","WATCH SPORTS USA LIVE: 8:00am 2015 Wimbledon Tennis Womens Final S Williams v G Muguruza: EDT USA July 11, ..."
"neutral","Event Recap: Being Posh At Wimbledon #NowWatching https://t.co/SuSx7aojLO"
"neutral","Blockbuster Sunday entertainment on the cards #FedererVsDjokovic #Wimbledon2015 #Wimbledon"
"neutral","G-WOOFY SPORTS NEWS Williams vs. Muguruza: Live Score, Highlights from Wimbledon 2015 Women's Final http://t.co/ziamZnomCH"
"neutral","How to #watch Wimbledon Tennis Womens Final Live Stream #online http://t.co/H4rVHt581J"
"neutral","Serena Williams vs Garbine Muguruza, Wimbledon 2015 final: Where to watch live, preview and betting odds http://t.co/Qm67kp94cc"
"neutral","@FrankOnTheRadio I was distracted by the appalling naff hats worn at Wimbledon! Capped off by the foreign legion hats on the ball boys!"
"neutral","Footage of the first Indian to win a Wimbledon title way back in the 1950s http://t.co/77r4VO8byN via @scroll_in"
"neutral","Who will be crowned Queen of @Wimbledon #SW19 @serenawilliams or @GarbiMuguruza? http://t.co/euXBaaFg8G http://t.co/D4kt3rkbyv"
"neutral","@INQUIRERSports: Serena Williams eyes revenge mission in Wimbledon final http://t.co/zJzKey31Bu"
"neutral","Roger Federer is playing beautifully and so is Novak. I am a fan of both. Unsure who I will be rooting for tomorrow in the finals"
"neutral","@KajaFire @HVNSNT1975 @bgtennisnation @Wimbledon @DjokerNole If his baseline game is is on (unlike today) and serves well ,Nole in 4 sets!!"
"neutral","Anjali know that Virat does not deserve to be there.  https://t.co/PCLem8JQPR"
"neutral","#Wimbledon WILLIAMS VS SHARAPOVA 9:00 PM"
"neutral","Wimbledon: 4 things to know about Serena Williams v. Garbine Muguruza http://t.co/z8PchY3bIV"
"neutral","Oh Andy, there's always next year, is the headline in the @DailyMailUK after @andy_murray lost to @rogerfederer at @Wimbledon..."
"neutral","@ThePrachi So, going to watch @rogerfederer in the @Wimbledon finals?"
"neutral","Here's to @GarbiMuguruza and a first dream #Wimbledon title vs her toughest opponent ever. #StepUpGarbi #LetsDoThis"
"neutral","@bjorn6 @HVNSNT1975 @bgtennisnation @Wimbledon @DjokerNole thanks Michael!! :D"
"neutral","#LatestNews: Wimbledon Fashion Brings White To Life"
"neutral","@Tinthepark @AAMScottishOpen @Wimbledon no thank you; biggest event this weekend is the FREE @PCW_UK Tribute to the Troops Show #pcw #boom"
"neutral","Clinical Djokovic sets up Wimbledon decider with Federer http://t.co/sYrHvfOOSQ via @ABCNews"
"neutral","@SportyNeesy @U105radio @Graeme_McDowell @Wimbledon @UlsterGAA @letour @TheNotoriousMMA and two Ulstermen on the MotoGP grid;)!"
"neutral","If you're going to Wimbledon today to see the ladies final. Don't forget to pick up a copy of our souvenir... http://t.co/jm6BUC80Vv"
"neutral","In Pics: Day 11 action @Wimbledon http://t.co/r2seyLfylj http://t.co/qeiZylj6a8"
"neutral","@serenawilliams looking forward to watching you doing it like you do. #Wimbledon add this one too all behind you now more than ever."
"neutral","History can be so uplifting.  https://t.co/LrNnaBDOjZ"
"neutral","@jalexxandra You were in my dream. I bumped into you at Wimbledon and then we got lost in the TARDIS and chased by a monster"
"neutral","@harveyrobson89 Who will win Wimbledon? Enhanced bets are now available on all your favourite sites - http://t.co/MSGYnbFWMP"
"neutral","Never been more excited to get home and spend the night in my warm bed watching the footy/ashes/wimbledon"
"neutral","Going to the Ladies' singles final today at @Wimbledon to watch @serenawilliams v @GarbiMuguruza. Will it be a 'Serena Slam' or a new champ?"
"neutral","Roger Federer was destine to be back in the Wimbledon final after last year's heartbreaking loss to Novak Djokovic http://t.co/phcBk0cKHP"
"neutral","Watching Wimbledon at The Scoop #london #wimbledon http://t.co/ggXDeURoq2 http://t.co/xiCihxpnCl"
"neutral","Definitely will be going to Wimbledon next year #bucketlist"
"neutral","What time is the Women's Singles Final IST? So looking forward. #Wimbledon"
"neutral","A jam packed weekend #Wimbledon #Springboks vs World XV #BANvSA #Orlando Pirates VS Zamalek"
"neutral","@popcornreel @Wimbledon @serenawilliams @rogerfederer - not exactly high risk picks."
"neutral","How do you eat yours? #british #Wimbledon #StrawberriesAndCream #bringbacklocal http://t.co/grZwze05jV"
"neutral","#hemp #Tn #hempoil #cbd #biofuel #economy http://t.co/QJTTDWimGi"
"neutral","The inspiring story of how Venus Williams helped win equal pay for women players at Wimbledon http://t.co/jEcZYhSQVn"
"neutral","@NicolaSturgeon @andy_murray @jamie_murray Did Andy Murray ask u if he could keep playing Roger Federer until he gets the outcome he wants?"
